id,left,top,right,bottom,≈ı∏Ìµµ
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.42270630
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.36032430
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.23419200
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.60742140
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.56785460
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.45190440
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.84983940
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.84440850
7824,127.125000000000000,34.700000000000003,127.150000000000006,34.675000000000004,3.74139920
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,7.31166590
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,6.84547590
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,6.51231950
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,7.71221810
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,7.09456670
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,6.69293990
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,7.99108680
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,7.26824050
16050,128.275000000000006,34.899999999999999,128.300000000000011,34.875000000000000,6.82963670
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,4.75351360
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,4.71932730
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,4.69104030
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,4.67925030
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,4.86287610
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,4.81829630
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,4.78377420
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,4.77516980
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,4.95557810
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,4.89828370
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,4.86340850
11943,127.700000000000003,34.649999999999999,127.725000000000023,34.625000000000000,4.86549110
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,6.44383450
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,6.23959070
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,6.08420360
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,6.65763920
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,6.38445270
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,6.16888650
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,6.94402940
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,6.59192150
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,6.32189580
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,7.31166590
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,6.84547590
16049,128.275000000000006,34.925000000000004,128.300000000000011,34.900000000000006,6.51231950
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,4.52674600
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,4.47828140
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,4.41325120
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,4.36475420
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,4.58350980
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,4.54336610
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,4.50412250
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,4.47689810
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,4.65964680
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,4.62463150
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,4.59588090
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,4.57968850
11942,127.700000000000003,34.675000000000004,127.725000000000023,34.650000000000006,4.75351360
