fid,id,left,top,right,bottom,¼ö¿Â
"7868",15154,128.15,34.925,128.175,34.9,25.924179
"7869",15154,128.15,34.925,128.175,34.9,25.935298
"7870",15154,128.15,34.925,128.175,34.9,25.955406
"7871",11047,127.575,34.675,127.6,34.65,26.856887
"7872",11047,127.575,34.675,127.6,34.65,26.831943
"7873",11047,127.575,34.675,127.6,34.65,26.807498
"7874",11047,127.575,34.675,127.6,34.65,26.845405
"7875",11047,127.575,34.675,127.6,34.65,26.82212
"7876",11047,127.575,34.675,127.6,34.65,26.799206
"7877",11047,127.575,34.675,127.6,34.65,26.834209
"7878",11047,127.575,34.675,127.6,34.65,26.812441
"7879",11047,127.575,34.675,127.6,34.65,26.790944
"7880",11047,127.575,34.675,127.6,34.65,26.823347
"7881",11047,127.575,34.675,127.6,34.65,26.80297
"7882",11047,127.575,34.675,127.6,34.65,26.782785
"7883",11046,127.575,34.7,127.6,34.675,26.880409
"7884",11046,127.575,34.7,127.6,34.675,26.851625
"7885",11046,127.575,34.7,127.6,34.675,26.823706
"7886",11046,127.575,34.7,127.6,34.675,26.868586
"7887",11046,127.575,34.7,127.6,34.675,26.841819
"7888",11046,127.575,34.7,127.6,34.675,26.815712
"7889",11046,127.575,34.7,127.6,34.675,26.856887
"7890",11046,127.575,34.7,127.6,34.675,26.831943
"7891",11046,127.575,34.7,127.6,34.675,26.807498
"7892",11045,127.575,34.725,127.6,34.7,26.915188
"7893",11045,127.575,34.725,127.6,34.7,26.878657
"7894",11045,127.575,34.725,127.6,34.7,26.844004
"7895",11045,127.575,34.725,127.6,34.7,26.903891
"7896",11045,127.575,34.725,127.6,34.7,26.870302
"7897",11045,127.575,34.725,127.6,34.7,26.83817
"7898",11045,127.575,34.725,127.6,34.7,26.892231
"7899",11045,127.575,34.725,127.6,34.7,26.861193
"7900",11045,127.575,34.725,127.6,34.7,26.831282
"7901",11045,127.575,34.725,127.6,34.7,26.880409
"7902",11045,127.575,34.725,127.6,34.7,26.851625
"7903",11045,127.575,34.725,127.6,34.7,26.823706
"7904",11044,127.575,34.75,127.6,34.725,26.935666
"7905",11044,127.575,34.75,127.6,34.725,26.891452
"7906",11044,127.575,34.75,127.6,34.725,26.8503
"7907",11044,127.575,34.75,127.6,34.725,26.925875
"7908",11044,127.575,34.75,127.6,34.725,26.885872
"7909",11044,127.575,34.75,127.6,34.725,26.848279
"7910",11044,127.575,34.75,127.6,34.725,26.915188
"7911",11044,127.575,34.75,127.6,34.725,26.878657
"7912",11044,127.575,34.75,127.6,34.725,26.844004
"7913",11043,127.575,34.775,127.6,34.75,26.956902
"7914",11043,127.575,34.775,127.6,34.75,26.891767
"7915",11043,127.575,34.775,127.6,34.75,26.831656
"7916",11043,127.575,34.775,127.6,34.75,26.951373
"7917",11043,127.575,34.775,127.6,34.75,26.895113
"7918",11043,127.575,34.775,127.6,34.75,26.843437
"7919",11043,127.575,34.775,127.6,34.75,26.944255
"7920",11043,127.575,34.775,127.6,34.75,26.894774
"7921",11043,127.575,34.775,127.6,34.75,26.849113
"7922",11043,127.575,34.775,127.6,34.75,26.935666
"7923",11043,127.575,34.775,127.6,34.75,26.891452
"7924",11043,127.575,34.775,127.6,34.75,26.8503
"7925",4868,126.725,37,126.75,36.975,25.916325
"7926",4868,126.725,37,126.75,36.975,25.914521
"7927",4868,126.725,37,126.75,36.975,25.902679
"7928",4868,126.725,37,126.75,36.975,25.856147
"7929",4868,126.725,37,126.75,36.975,25.875128
"7930",4868,126.725,37,126.75,36.975,25.872056
"7931",4868,126.725,37,126.75,36.975,25.816207
"7932",4868,126.725,37,126.75,36.975,25.852203
"7933",4868,126.725,37,126.75,36.975,25.854021
"7934",4867,126.725,37.025,126.75,37,26.041345
"7935",4867,126.725,37.025,126.75,37,26.017576
"7936",4867,126.725,37.025,126.75,37,25.980825
"7937",4867,126.725,37.025,126.75,37,26.021171
"7938",4867,126.725,37.025,126.75,37,25.99438
"7939",4867,126.725,37.025,126.75,37,25.959189
"7940",4867,126.725,37.025,126.75,37,25.971626
"7941",4867,126.725,37.025,126.75,37,25.956631
"7942",4867,126.725,37.025,126.75,37,25.934086
"7943",4867,126.725,37.025,126.75,37,25.916325
"7944",4867,126.725,37.025,126.75,37,25.914521
"7945",4867,126.725,37.025,126.75,37,25.902679
"7946",4866,126.725,37.05,126.75,37.025,26.082574
"7947",4866,126.725,37.05,126.75,37.025,26.072767
"7948",4866,126.725,37.05,126.75,37.025,26.054329
"7949",4866,126.725,37.05,126.75,37.025,26.04378
"7950",4866,126.725,37.05,126.75,37.025,26.034555
"7951",4866,126.725,37.05,126.75,37.025,26.009741
"7952",4866,126.725,37.05,126.75,37.025,26.041345
"7953",4866,126.725,37.05,126.75,37.025,26.017576
"7954",4866,126.725,37.05,126.75,37.025,25.980825
"7955",2866,126.45,37.825,126.475,37.8,27.17287
"7956",2866,126.45,37.825,126.475,37.8,27.210092
"7957",2866,126.45,37.825,126.475,37.8,27.28594
"7958",2866,126.45,37.825,126.475,37.8,27.292197
"7959",2866,126.45,37.825,126.475,37.8,27.157983
"7960",2866,126.45,37.825,126.475,37.8,27.185367
"7961",2866,126.45,37.825,126.475,37.8,27.238634
"7962",2866,126.45,37.825,126.475,37.8,27.241867
"7963",2866,126.45,37.825,126.475,37.8,27.1283
"7964",2866,126.45,37.825,126.475,37.8,27.14447
"7965",2866,126.45,37.825,126.475,37.8,27.16614
"7966",2866,126.45,37.825,126.475,37.8,27.164068
"7967",2866,126.45,37.825,126.475,37.8,27.103038
"7968",2866,126.45,37.825,126.475,37.8,27.127498
"7969",2866,126.45,37.825,126.475,37.8,27.150668
"7970",2866,126.45,37.825,126.475,37.8,27.149242
"7971",4865,126.725,37.075,126.75,37.05,26.339413
"7972",4865,126.725,37.075,126.75,37.05,26.247849
"7973",4865,126.725,37.075,126.75,37.05,26.189241
"7974",4865,126.725,37.075,126.75,37.05,26.27702
"7975",4865,126.725,37.075,126.75,37.05,26.208612
"7976",4865,126.725,37.075,126.75,37.05,26.160863
"7977",4865,126.725,37.075,126.75,37.05,26.162469
"7978",4865,126.725,37.075,126.75,37.05,26.135944
"7979",4865,126.725,37.075,126.75,37.05,26.110095
"7980",4865,126.725,37.075,126.75,37.05,26.082574
"7981",4865,126.725,37.075,126.75,37.05,26.072767
"7982",4865,126.725,37.075,126.75,37.05,26.054329
"7983",4864,126.725,37.1,126.75,37.075,26.224807
"7984",4864,126.725,37.1,126.75,37.075,26.203703
"7985",4864,126.725,37.1,126.75,37.075,26.18371
"7986",4864,126.725,37.1,126.75,37.075,26.281155
"7987",4864,126.725,37.1,126.75,37.075,26.231421
"7988",4864,126.725,37.1,126.75,37.075,26.192557
"7989",4864,126.725,37.1,126.75,37.075,26.339413
"7990",4864,126.725,37.1,126.75,37.075,26.247849
"7991",4864,126.725,37.1,126.75,37.075,26.189241
"7992",2879,126.45,37.5,126.475,37.475,26.513998
"7993",2879,126.45,37.5,126.475,37.475,26.509752
"7994",2879,126.45,37.5,126.475,37.475,26.511645
"7995",2879,126.45,37.5,126.475,37.475,26.507964
"7996",2879,126.45,37.5,126.475,37.475,26.508908
"7997",2879,126.45,37.5,126.475,37.475,26.509519
"7998",2879,126.45,37.5,126.475,37.475,26.530075
"7999",2879,126.45,37.5,126.475,37.475,26.530021
"8000",2879,126.45,37.5,126.475,37.475,26.500726
"8001",2879,126.45,37.5,126.475,37.475,26.508511
"8002",2879,126.45,37.5,126.475,37.475,26.558882
"8003",2879,126.45,37.5,126.475,37.475,26.564257
"8004",2878,126.45,37.525,126.475,37.5,26.553506
"8005",2878,126.45,37.525,126.475,37.5,26.55222
"8006",2878,126.45,37.525,126.475,37.5,26.584523
"8007",2878,126.45,37.525,126.475,37.5,26.587885
"8008",2878,126.45,37.525,126.475,37.5,26.543073
"8009",2878,126.45,37.525,126.475,37.5,26.540508
"8010",2878,126.45,37.525,126.475,37.5,26.558792
"8011",2878,126.45,37.525,126.475,37.5,26.558285
"8012",2878,126.45,37.525,126.475,37.5,26.526291
"8013",2878,126.45,37.525,126.475,37.5,26.521514
"8014",2878,126.45,37.525,126.475,37.5,26.523876
"8015",2878,126.45,37.525,126.475,37.5,26.519973
"8016",2878,126.45,37.525,126.475,37.5,26.513998
"8017",2878,126.45,37.525,126.475,37.5,26.509752
"8018",2878,126.45,37.525,126.475,37.5,26.511645
"8019",2878,126.45,37.525,126.475,37.5,26.507964
"8020",11048,127.575,34.65,127.6,34.625,26.823347
"8021",11048,127.575,34.65,127.6,34.625,26.80297
"8022",11048,127.575,34.65,127.6,34.625,26.782785
"8023",11048,127.575,34.65,127.6,34.625,26.812851
"8024",11048,127.575,34.65,127.6,34.625,26.793754
"8025",11048,127.575,34.65,127.6,34.625,26.774786
"8026",11048,127.575,34.65,127.6,34.625,26.80274
"8027",11048,127.575,34.65,127.6,34.625,26.784822
"8028",11048,127.575,34.65,127.6,34.625,26.766984
"8029",2875,126.45,37.6,126.475,37.575,26.560049
"8030",2875,126.45,37.6,126.475,37.575,26.545755
"8031",2875,126.45,37.6,126.475,37.575,26.534872
"8032",2875,126.45,37.6,126.475,37.575,26.528071
"8033",2875,126.45,37.6,126.475,37.575,26.556133
"8034",2875,126.45,37.6,126.475,37.575,26.537678
"8035",2875,126.45,37.6,126.475,37.575,26.526164
"8036",2875,126.45,37.6,126.475,37.575,26.522537
"8037",2875,126.45,37.6,126.475,37.575,26.553669
"8038",2875,126.45,37.6,126.475,37.575,26.532989
"8039",2875,126.45,37.6,126.475,37.575,26.521675
"8040",2875,126.45,37.6,126.475,37.575,26.520519
"8041",831,126.15,35,126.175,34.975,26.367514
"8042",831,126.15,35,126.175,34.975,26.422956
"8043",831,126.15,35,126.175,34.975,26.455363
"8044",831,126.15,35,126.175,34.975,26.494066
"8045",831,126.15,35,126.175,34.975,26.416681
"8046",831,126.15,35,126.175,34.975,26.436376
"8047",831,126.15,35,126.175,34.975,26.434941
"8048",831,126.15,35,126.175,34.975,26.457599
"8049",831,126.15,35,126.175,34.975,26.445174
"8050",831,126.15,35,126.175,34.975,26.430449
"8051",831,126.15,35,126.175,34.975,26.38377
"8052",831,126.15,35,126.175,34.975,26.387797
"8053",830,126.15,35.025,126.175,35,26.235622
"8054",830,126.15,35.025,126.175,35,26.346779
"8055",830,126.15,35.025,126.175,35,26.323425
"8056",830,126.15,35.025,126.175,35,26.332121
"8057",830,126.15,35.025,126.175,35,26.246939
"8058",830,126.15,35.025,126.175,35,26.353049
"8059",830,126.15,35.025,126.175,35,26.34331
"8060",830,126.15,35.025,126.175,35,26.360151
"8061",830,126.15,35.025,126.175,35,26.301658
"8062",830,126.15,35.025,126.175,35,26.386622
"8063",830,126.15,35.025,126.175,35,26.417118
"8064",830,126.15,35.025,126.175,35,26.456125
"8065",830,126.15,35.025,126.175,35,26.367514
"8066",830,126.15,35.025,126.175,35,26.422956
"8067",830,126.15,35.025,126.175,35,26.455363
"8068",830,126.15,35.025,126.175,35,26.494066
"8069",829,126.15,35.05,126.175,35.025,26.308472
"8070",829,126.15,35.05,126.175,35.025,26.401489
"8071",829,126.15,35.05,126.175,35.025,26.456715
"8072",829,126.15,35.05,126.175,35.025,26.509681
"8073",829,126.15,35.05,126.175,35.025,26.268857
"8074",829,126.15,35.05,126.175,35.025,26.370441
"8075",829,126.15,35.05,126.175,35.025,26.396849
"8076",829,126.15,35.05,126.175,35.025,26.43456
"8077",829,126.15,35.05,126.175,35.025,26.235622
"8078",829,126.15,35.05,126.175,35.025,26.346779
"8079",829,126.15,35.05,126.175,35.025,26.323425
"8080",829,126.15,35.05,126.175,35.025,26.332121
"8081",828,126.15,35.075,126.175,35.05,26.328726
"8082",828,126.15,35.075,126.175,35.05,26.431705
"8083",828,126.15,35.075,126.175,35.05,26.410351
"8084",828,126.15,35.075,126.175,35.05,26.418847
"8085",828,126.15,35.075,126.175,35.05,26.314425
"8086",828,126.15,35.075,126.175,35.05,26.420628
"8087",828,126.15,35.075,126.175,35.05,26.424323
"8088",828,126.15,35.075,126.175,35.05,26.442538
"8089",828,126.15,35.075,126.175,35.05,26.320793
"8090",828,126.15,35.075,126.175,35.05,26.417835
"8091",828,126.15,35.075,126.175,35.05,26.465383
"8092",828,126.15,35.075,126.175,35.05,26.511012
"8093",828,126.15,35.075,126.175,35.05,26.308472
"8094",828,126.15,35.075,126.175,35.05,26.401489
"8095",828,126.15,35.075,126.175,35.05,26.456715
"8096",828,126.15,35.075,126.175,35.05,26.509681
"8097",827,126.15,35.1,126.175,35.075,26.467534
"8098",827,126.15,35.1,126.175,35.075,26.530962
"8099",827,126.15,35.1,126.175,35.075,26.566479
"8100",827,126.15,35.1,126.175,35.075,26.609601
"8101",827,126.15,35.1,126.175,35.075,26.385832
"8102",827,126.15,35.1,126.175,35.075,26.472413
"8103",827,126.15,35.1,126.175,35.075,26.488621
"8104",827,126.15,35.1,126.175,35.075,26.522546
"8105",827,126.15,35.1,126.175,35.075,26.328726
"8106",827,126.15,35.1,126.175,35.075,26.431705
"8107",827,126.15,35.1,126.175,35.075,26.410351
"8108",827,126.15,35.1,126.175,35.075,26.418847
"8109",826,126.15,35.125,126.175,35.1,26.632852
"8110",826,126.15,35.125,126.175,35.1,26.594928
"8111",826,126.15,35.125,126.175,35.1,26.518043
"8112",826,126.15,35.125,126.175,35.1,26.522723
"8113",826,126.15,35.125,126.175,35.1,26.592412
"8114",826,126.15,35.125,126.175,35.1,26.58194
"8115",826,126.15,35.125,126.175,35.1,26.537068
"8116",826,126.15,35.125,126.175,35.1,26.548924
"8117",826,126.15,35.125,126.175,35.1,26.541543
"8118",826,126.15,35.125,126.175,35.1,26.573329
"8119",826,126.15,35.125,126.175,35.1,26.587566
"8120",826,126.15,35.125,126.175,35.1,26.620581
"8121",826,126.15,35.125,126.175,35.1,26.467534
"8122",826,126.15,35.125,126.175,35.1,26.530962
"8123",826,126.15,35.125,126.175,35.1,26.566479
"8124",826,126.15,35.125,126.175,35.1,26.609601
"8125",13013,127.85,34.75,127.875,34.725,26.334368
"8126",13013,127.85,34.75,127.875,34.725,26.343299
"8127",13013,127.85,34.75,127.875,34.725,26.354849
"8128",13013,127.85,34.75,127.875,34.725,26.368426
"8129",13013,127.85,34.75,127.875,34.725,26.353345
"8130",13013,127.85,34.75,127.875,34.725,26.359673
"8131",13013,127.85,34.75,127.875,34.725,26.368283
"8132",13013,127.85,34.75,127.875,34.725,26.378726
"8133",13013,127.85,34.75,127.875,34.725,26.369639
"8134",13013,127.85,34.75,127.875,34.725,26.373877
"8135",13013,127.85,34.75,127.875,34.725,26.380081
"8136",13013,127.85,34.75,127.875,34.725,26.387898
"8137",13012,127.85,34.775,127.875,34.75,26.253341
"8138",13012,127.85,34.775,127.875,34.75,26.276346
"8139",13012,127.85,34.775,127.875,34.75,26.302267
"8140",13012,127.85,34.775,127.875,34.75,26.329465
"8141",13012,127.85,34.775,127.875,34.75,26.285419
"8142",13012,127.85,34.775,127.875,34.75,26.302151
"8143",13012,127.85,34.775,127.875,34.75,26.322022
"8144",13012,127.85,34.775,127.875,34.75,26.343844
"8145",13012,127.85,34.775,127.875,34.75,26.31203
"8146",13012,127.85,34.775,127.875,34.75,26.324298
"8147",13012,127.85,34.775,127.875,34.75,26.33951
"8148",13012,127.85,34.775,127.875,34.75,26.356835
"8149",13012,127.85,34.775,127.875,34.75,26.334368
"8150",13012,127.85,34.775,127.875,34.75,26.343299
"8151",13012,127.85,34.775,127.875,34.75,26.354849
"8152",13012,127.85,34.775,127.875,34.75,26.368426
"8153",13011,127.85,34.8,127.875,34.775,26.168136
"8154",13011,127.85,34.8,127.875,34.775,26.213873
"8155",13011,127.85,34.8,127.875,34.775,26.257305
"8156",13011,127.85,34.8,127.875,34.775,26.297554
"8157",13011,127.85,34.8,127.875,34.775,26.214444
"8158",13011,127.85,34.8,127.875,34.775,26.246656
"8159",13011,127.85,34.8,127.875,34.775,26.280434
"8160",13011,127.85,34.8,127.875,34.775,26.313906
"8161",13011,127.85,34.8,127.875,34.775,26.253341
"8162",13011,127.85,34.8,127.875,34.775,26.276346
"8163",13011,127.85,34.8,127.875,34.775,26.302267
"8164",13011,127.85,34.8,127.875,34.775,26.329465
"8165",8899,127.275,34.675,127.3,34.65,27.078604
"8166",8899,127.275,34.675,127.3,34.65,27.093727
"8167",8899,127.275,34.675,127.3,34.65,27.108539
"8168",8899,127.275,34.675,127.3,34.65,27.057941
"8169",8899,127.275,34.675,127.3,34.65,27.071329
"8170",8899,127.275,34.675,127.3,34.65,27.084355
"8171",8899,127.275,34.675,127.3,34.65,27.038192
"8172",8899,127.275,34.675,127.3,34.65,27.050043
"8173",8899,127.275,34.675,127.3,34.65,27.061501
"8174",8899,127.275,34.675,127.3,34.65,27.01935
"8175",8899,127.275,34.675,127.3,34.65,27.029837
"8176",8899,127.275,34.675,127.3,34.65,27.039914
"8177",8898,127.275,34.7,127.3,34.675,27.122615
"8178",8898,127.275,34.7,127.3,34.675,27.14191
"8179",8898,127.275,34.7,127.3,34.675,27.161076
"8180",8898,127.275,34.7,127.3,34.675,27.100173
"8181",8898,127.275,34.7,127.3,34.675,27.117256
"8182",8898,127.275,34.7,127.3,34.675,27.1341
"8183",8898,127.275,34.7,127.3,34.675,27.078604
"8184",8898,127.275,34.7,127.3,34.675,27.093727
"8185",8898,127.275,34.7,127.3,34.675,27.108539
"8186",8897,127.275,34.725,127.3,34.7,27.194303
"8187",8897,127.275,34.725,127.3,34.7,27.222056
"8188",8897,127.275,34.725,127.3,34.7,27.25035
"8189",8897,127.275,34.725,127.3,34.7,27.169816
"8190",8897,127.275,34.725,127.3,34.7,27.194419
"8191",8897,127.275,34.725,127.3,34.7,27.219262
"8192",8897,127.275,34.725,127.3,34.7,27.145865
"8193",8897,127.275,34.725,127.3,34.7,27.167657
"8194",8897,127.275,34.725,127.3,34.7,27.189473
"8195",8897,127.275,34.725,127.3,34.7,27.122615
"8196",8897,127.275,34.725,127.3,34.7,27.14191
"8197",8897,127.275,34.725,127.3,34.7,27.161076
"8198",8896,127.275,34.75,127.3,34.725,27.243818
"8199",8896,127.275,34.75,127.3,34.725,27.278941
"8200",8896,127.275,34.75,127.3,34.725,27.315564
"8201",8896,127.275,34.75,127.3,34.725,27.219083
"8202",8896,127.275,34.75,127.3,34.725,27.250344
"8203",8896,127.275,34.75,127.3,34.725,27.282556
"8204",8896,127.275,34.75,127.3,34.725,27.194303
"8205",8896,127.275,34.75,127.3,34.725,27.222056
"8206",8896,127.275,34.75,127.3,34.725,27.25035
"8207",2782,126.425,35.45,126.45,35.425,27.681451
"8208",2782,126.425,35.45,126.45,35.425,27.65896
"8209",2782,126.425,35.45,126.45,35.425,27.630929
"8210",2782,126.425,35.45,126.45,35.425,27.764413
"8211",2782,126.425,35.45,126.45,35.425,27.711484
"8212",2782,126.425,35.45,126.45,35.425,27.654315
"8213",2782,126.425,35.45,126.45,35.425,27.840446
"8214",2782,126.425,35.45,126.45,35.425,27.758728
"8215",2782,126.425,35.45,126.45,35.425,27.678068
"8216",2781,126.425,35.475,126.45,35.45,27.691941
"8217",2781,126.425,35.475,126.45,35.45,27.641082
"8218",2781,126.425,35.475,126.45,35.45,27.615581
"8219",2781,126.425,35.475,126.45,35.45,27.679734
"8220",2781,126.425,35.475,126.45,35.45,27.643505
"8221",2781,126.425,35.475,126.45,35.45,27.623794
"8222",2781,126.425,35.475,126.45,35.45,27.654483
"8223",2781,126.425,35.475,126.45,35.45,27.638072
"8224",2781,126.425,35.475,126.45,35.45,27.622849
"8225",2781,126.425,35.475,126.45,35.45,27.681451
"8226",2781,126.425,35.475,126.45,35.45,27.65896
"8227",2781,126.425,35.475,126.45,35.45,27.630929
"8228",4908,126.725,36,126.75,35.975,27.21308
"8229",4908,126.725,36,126.75,35.975,27.200536
"8230",4908,126.725,36,126.75,35.975,27.183529
"8231",4908,126.725,36,126.75,35.975,27.249522
"8232",4908,126.725,36,126.75,35.975,27.217954
"8233",4908,126.725,36,126.75,35.975,27.184864
"8234",4908,126.725,36,126.75,35.975,27.293394
"8235",4908,126.725,36,126.75,35.975,27.238322
"8236",4908,126.725,36,126.75,35.975,27.187221
"8237",2780,126.425,35.5,126.45,35.475,27.568804
"8238",2780,126.425,35.5,126.45,35.475,27.554777
"8239",2780,126.425,35.5,126.45,35.475,27.545781
"8240",2780,126.425,35.5,126.45,35.475,27.639611
"8241",2780,126.425,35.5,126.45,35.475,27.605826
"8242",2780,126.425,35.5,126.45,35.475,27.587307
"8243",2780,126.425,35.5,126.45,35.475,27.691941
"8244",2780,126.425,35.5,126.45,35.475,27.641082
"8245",2780,126.425,35.5,126.45,35.475,27.615581
"8246",4907,126.725,36.025,126.75,36,27.294657
"8247",4907,126.725,36.025,126.75,36,27.243577
"8248",4907,126.725,36.025,126.75,36,27.205492
"8249",4907,126.725,36.025,126.75,36,27.27363
"8250",4907,126.725,36.025,126.75,36,27.233685
"8251",4907,126.725,36.025,126.75,36,27.202854
"8252",4907,126.725,36.025,126.75,36,27.22464
"8253",4907,126.725,36.025,126.75,36,27.208328
"8254",4907,126.725,36.025,126.75,36,27.19119
"8255",4907,126.725,36.025,126.75,36,27.21308
"8256",4907,126.725,36.025,126.75,36,27.200536
"8257",4907,126.725,36.025,126.75,36,27.183529
"8258",8908,127.275,34.45,127.3,34.425,26.785553
"8259",8908,127.275,34.45,127.3,34.425,26.785851
"8260",8908,127.275,34.45,127.3,34.425,26.785937
"8261",8908,127.275,34.45,127.3,34.425,26.778693
"8262",8908,127.275,34.45,127.3,34.425,26.778851
"8263",8908,127.275,34.45,127.3,34.425,26.778806
"8264",8908,127.275,34.45,127.3,34.425,26.772125
"8265",8908,127.275,34.45,127.3,34.425,26.772155
"8266",8908,127.275,34.45,127.3,34.425,26.771992
"8267",8907,127.275,34.475,127.3,34.45,26.808049
"8268",8907,127.275,34.475,127.3,34.45,26.808865
"8269",8907,127.275,34.475,127.3,34.45,26.809437
"8270",8907,127.275,34.475,127.3,34.45,26.800212
"8271",8907,127.275,34.475,127.3,34.45,26.800837
"8272",8907,127.275,34.475,127.3,34.45,26.80123
"8273",8907,127.275,34.475,127.3,34.45,26.79272
"8274",8907,127.275,34.475,127.3,34.45,26.793173
"8275",8907,127.275,34.475,127.3,34.45,26.793405
"8276",8907,127.275,34.475,127.3,34.45,26.785553
"8277",8907,127.275,34.475,127.3,34.45,26.785851
"8278",8907,127.275,34.475,127.3,34.45,26.785937
"8279",8906,127.275,34.5,127.3,34.475,26.824842
"8280",8906,127.275,34.5,127.3,34.475,26.826101
"8281",8906,127.275,34.5,127.3,34.475,26.827094
"8282",8906,127.275,34.5,127.3,34.475,26.816252
"8283",8906,127.275,34.5,127.3,34.475,26.817278
"8284",8906,127.275,34.5,127.3,34.475,26.818049
"8285",8906,127.275,34.5,127.3,34.475,26.808049
"8286",8906,127.275,34.5,127.3,34.475,26.808865
"8287",8906,127.275,34.5,127.3,34.475,26.809437
"8288",8905,127.275,34.525,127.3,34.5,26.853173
"8289",8905,127.275,34.525,127.3,34.5,26.855296
"8290",8905,127.275,34.525,127.3,34.5,26.857115
"8291",8905,127.275,34.525,127.3,34.5,26.843277
"8292",8905,127.275,34.525,127.3,34.5,26.845082
"8293",8905,127.275,34.525,127.3,34.5,26.846595
"8294",8905,127.275,34.525,127.3,34.5,26.833842
"8295",8905,127.275,34.525,127.3,34.5,26.83536
"8296",8905,127.275,34.525,127.3,34.5,26.836599
"8297",8905,127.275,34.525,127.3,34.5,26.824842
"8298",8905,127.275,34.525,127.3,34.5,26.826101
"8299",8905,127.275,34.525,127.3,34.5,26.827094
"8300",13007,127.85,34.9,127.875,34.875,26.074244
"8301",13007,127.85,34.9,127.875,34.875,26.104186
"8302",13007,127.85,34.9,127.875,34.875,26.120427
"8303",13007,127.85,34.9,127.875,34.875,26.139009
"8304",13007,127.85,34.9,127.875,34.875,26.05192
"8305",13007,127.85,34.9,127.875,34.875,26.083836
"8306",13007,127.85,34.9,127.875,34.875,26.080451
"8307",13007,127.85,34.9,127.875,34.875,26.084654
"8308",13007,127.85,34.9,127.875,34.875,26.031176
"8309",13007,127.85,34.9,127.875,34.875,26.066111
"8310",13007,127.85,34.9,127.875,34.875,26.030584
"8311",13007,127.85,34.9,127.875,34.875,26.006863
"8312",13006,127.85,34.925,127.875,34.9,26.076189
"8313",13006,127.85,34.925,127.875,34.9,26.116276
"8314",13006,127.85,34.925,127.875,34.9,26.100369
"8315",13006,127.85,34.925,127.875,34.9,26.086257
"8316",13006,127.85,34.925,127.875,34.9,26.072876
"8317",13006,127.85,34.925,127.875,34.9,26.111811
"8318",13006,127.85,34.925,127.875,34.9,26.105824
"8319",13006,127.85,34.925,127.875,34.9,26.099336
"8320",13006,127.85,34.925,127.875,34.9,26.079704
"8321",13006,127.85,34.925,127.875,34.9,26.112653
"8322",13006,127.85,34.925,127.875,34.9,26.126724
"8323",13006,127.85,34.925,127.875,34.9,26.140745
"8324",13006,127.85,34.925,127.875,34.9,26.074244
"8325",13006,127.85,34.925,127.875,34.9,26.104186
"8326",13006,127.85,34.925,127.875,34.9,26.120427
"8327",13006,127.85,34.925,127.875,34.9,26.139009
"8328",13005,127.85,34.95,127.875,34.925,26.141421
"8329",13005,127.85,34.95,127.875,34.925,26.169398
"8330",13005,127.85,34.95,127.875,34.925,26.185894
"8331",13005,127.85,34.95,127.875,34.925,26.20705
"8332",13005,127.85,34.95,127.875,34.925,26.102139
"8333",13005,127.85,34.95,127.875,34.925,26.136621
"8334",13005,127.85,34.95,127.875,34.925,26.138106
"8335",13005,127.85,34.95,127.875,34.925,26.144025
"8336",13005,127.85,34.95,127.875,34.925,26.076189
"8337",13005,127.85,34.95,127.875,34.925,26.116276
"8338",13005,127.85,34.95,127.875,34.925,26.100369
"8339",13005,127.85,34.95,127.875,34.925,26.086257
"8340",2767,126.425,35.825,126.45,35.8,27.722178
"8341",2767,126.425,35.825,126.45,35.8,27.506924
"8342",2767,126.425,35.825,126.45,35.8,27.286727
"8343",2767,126.425,35.825,126.45,35.8,27.658687
"8344",2767,126.425,35.825,126.45,35.8,27.47515
"8345",2767,126.425,35.825,126.45,35.8,27.285644
"8346",2767,126.425,35.825,126.45,35.8,27.471837
"8347",2767,126.425,35.825,126.45,35.8,27.365071
"8348",2767,126.425,35.825,126.45,35.8,27.251285
"8349",2767,126.425,35.825,126.45,35.8,27.323426
"8350",2767,126.425,35.825,126.45,35.8,27.268494
"8351",2767,126.425,35.825,126.45,35.8,27.208983
"8352",2766,126.425,35.85,126.45,35.825,27.361432
"8353",2766,126.425,35.85,126.45,35.825,27.26545
"8354",2766,126.425,35.85,126.45,35.825,27.158233
"8355",2766,126.425,35.85,126.45,35.825,27.566151
"8356",2766,126.425,35.85,126.45,35.825,27.407989
"8357",2766,126.425,35.85,126.45,35.825,27.240831
"8358",2766,126.425,35.85,126.45,35.825,27.722178
"8359",2766,126.425,35.85,126.45,35.825,27.506924
"8360",2766,126.425,35.85,126.45,35.825,27.286727
"8361",758,126.15,36.825,126.175,36.8,24.006866
"8362",758,126.15,36.825,126.175,36.8,24.015608
"8363",758,126.15,36.825,126.175,36.8,23.866418
"8364",758,126.15,36.825,126.175,36.8,23.866462
"8365",758,126.15,36.825,126.175,36.8,24.04973
"8366",758,126.15,36.825,126.175,36.8,24.070512
"8367",758,126.15,36.825,126.175,36.8,23.968227
"8368",758,126.15,36.825,126.175,36.8,23.980807
"8369",758,126.15,36.825,126.175,36.8,24.141297
"8370",758,126.15,36.825,126.175,36.8,24.190958
"8371",758,126.15,36.825,126.175,36.8,24.186263
"8372",758,126.15,36.825,126.175,36.8,24.227993
"8373",758,126.15,36.825,126.175,36.8,24.222395
"8374",758,126.15,36.825,126.175,36.8,24.308658
