fid,id,left,top,right,bottom,¼ö¿Â
"4766",8360,127.2,34.725,127.225,34.7,27.013475
"4767",8360,127.2,34.725,127.225,34.7,27.03163
"4768",8360,127.2,34.725,127.225,34.7,27.051023
"4769",8360,127.2,34.725,127.225,34.7,27.0717
"4770",8360,127.2,34.725,127.225,34.7,27.004094
"4771",8360,127.2,34.725,127.225,34.7,27.021133
"4772",8360,127.2,34.725,127.225,34.7,27.03924
"4773",8360,127.2,34.725,127.225,34.7,27.058437
"4774",8360,127.2,34.725,127.225,34.7,26.994382
"4775",8360,127.2,34.725,127.225,34.7,27.010317
"4776",8360,127.2,34.725,127.225,34.7,27.027164
"4777",8360,127.2,34.725,127.225,34.7,27.044925
"4778",8360,127.2,34.725,127.225,34.7,26.984435
"4779",8360,127.2,34.725,127.225,34.7,26.999291
"4780",8360,127.2,34.725,127.225,34.7,27.014918
"4781",8360,127.2,34.725,127.225,34.7,27.031304
"4782",10322,127.475,34.9,127.5,34.875,27.675642
"4783",10322,127.475,34.9,127.5,34.875,27.620602
"4784",10322,127.475,34.9,127.5,34.875,27.548009
"4785",10322,127.475,34.9,127.5,34.875,27.792401
"4786",10322,127.475,34.9,127.5,34.875,27.71167
"4787",10322,127.475,34.9,127.5,34.875,27.601503
"4788",10322,127.475,34.9,127.5,34.875,27.883217
"4789",10322,127.475,34.9,127.5,34.875,27.778057
"4790",10322,127.475,34.9,127.5,34.875,27.633053
"4791",10335,127.475,34.575,127.5,34.55,26.875795
"4792",10335,127.475,34.575,127.5,34.55,26.866114
"4793",10335,127.475,34.575,127.5,34.55,26.855817
"4794",10335,127.475,34.575,127.5,34.55,26.861173
"4795",10335,127.475,34.575,127.5,34.55,26.852045
"4796",10335,127.475,34.575,127.5,34.55,26.842346
"4797",10335,127.475,34.575,127.5,34.55,26.84748
"4798",10335,127.475,34.575,127.5,34.55,26.838855
"4799",10335,127.475,34.575,127.5,34.55,26.829701
"4800",10335,127.475,34.575,127.5,34.55,26.834645
"4801",10335,127.475,34.575,127.5,34.55,26.826479
"4802",10335,127.475,34.575,127.5,34.55,26.817822
"4803",10334,127.475,34.6,127.5,34.575,26.908163
"4804",10334,127.475,34.6,127.5,34.575,26.897199
"4805",10334,127.475,34.6,127.5,34.575,26.885514
"4806",10334,127.475,34.6,127.5,34.575,26.891429
"4807",10334,127.475,34.6,127.5,34.575,26.881139
"4808",10334,127.475,34.6,127.5,34.575,26.870182
"4809",10334,127.475,34.6,127.5,34.575,26.875795
"4810",10334,127.475,34.6,127.5,34.575,26.866114
"4811",10334,127.475,34.6,127.5,34.575,26.855817
"4812",10333,127.475,34.625,127.5,34.6,26.96598
"4813",10333,127.475,34.625,127.5,34.6,26.952517
"4814",10333,127.475,34.625,127.5,34.6,26.938138
"4815",10333,127.475,34.625,127.5,34.6,26.945327
"4816",10333,127.475,34.625,127.5,34.6,26.932787
"4817",10333,127.475,34.625,127.5,34.6,26.919402
"4818",10333,127.475,34.625,127.5,34.6,26.926093
"4819",10333,127.475,34.625,127.5,34.6,26.914383
"4820",10333,127.475,34.625,127.5,34.6,26.901892
"4821",10333,127.475,34.625,127.5,34.6,26.908163
"4822",10333,127.475,34.625,127.5,34.6,26.897199
"4823",10333,127.475,34.625,127.5,34.6,26.885514
"4824",10332,127.475,34.65,127.5,34.625,27.012067
"4825",10332,127.475,34.65,127.5,34.625,26.996418
"4826",10332,127.475,34.65,127.5,34.625,26.979693
"4827",10332,127.475,34.65,127.5,34.625,26.988181
"4828",10332,127.475,34.65,127.5,34.625,26.973686
"4829",10332,127.475,34.65,127.5,34.625,26.958198
"4830",10332,127.475,34.65,127.5,34.625,26.96598
"4831",10332,127.475,34.65,127.5,34.625,26.952517
"4832",10332,127.475,34.65,127.5,34.625,26.938138
"4833",10331,127.475,34.675,127.5,34.65,27.095402
"4834",10331,127.475,34.675,127.5,34.65,27.075368
"4835",10331,127.475,34.675,127.5,34.65,27.053969
"4836",10331,127.475,34.675,127.5,34.65,27.06551
"4837",10331,127.475,34.675,127.5,34.65,27.047113
"4838",10331,127.475,34.675,127.5,34.65,27.027452
"4839",10331,127.475,34.675,127.5,34.65,27.037789
"4840",10331,127.475,34.675,127.5,34.65,27.020846
"4841",10331,127.475,34.675,127.5,34.65,27.002736
"4842",10331,127.475,34.675,127.5,34.65,27.012067
"4843",10331,127.475,34.675,127.5,34.65,26.996418
"4844",10331,127.475,34.675,127.5,34.65,26.979693
"4845",18563,128.625,34.725,128.65,34.7,26.124249
"4846",18563,128.625,34.725,128.65,34.7,26.129355
"4847",18563,128.625,34.725,128.65,34.7,26.13492
"4848",18563,128.625,34.725,128.65,34.7,26.135279
"4849",18563,128.625,34.725,128.65,34.7,26.139373
"4850",18563,128.625,34.725,128.65,34.7,26.143884
"4851",18563,128.625,34.725,128.65,34.7,26.145529
"4852",18563,128.625,34.725,128.65,34.7,26.148799
"4853",18563,128.625,34.725,128.65,34.7,26.152443
"4854",18563,128.625,34.725,128.65,34.7,26.155086
"4855",18563,128.625,34.725,128.65,34.7,26.157681
"4856",18563,128.625,34.725,128.65,34.7,26.16061
"4857",18562,128.625,34.75,128.65,34.725,26.09949
"4858",18562,128.625,34.75,128.65,34.725,26.107382
"4859",18562,128.625,34.75,128.65,34.725,26.115792
"4860",18562,128.625,34.75,128.65,34.725,26.112348
"4861",18562,128.625,34.75,128.65,34.725,26.118701
"4862",18562,128.625,34.75,128.65,34.725,26.12555
"4863",18562,128.625,34.75,128.65,34.725,26.124249
"4864",18562,128.625,34.75,128.65,34.725,26.129355
"4865",18562,128.625,34.75,128.65,34.725,26.13492
"4866",14431,128.05,35.1,128.075,35.075,26.57687
"4867",14431,128.05,35.1,128.075,35.075,26.541137
"4868",14431,128.05,35.1,128.075,35.075,26.509979
"4869",14431,128.05,35.1,128.075,35.075,26.484962
"4870",14431,128.05,35.1,128.075,35.075,26.60503
"4871",14431,128.05,35.1,128.075,35.075,26.5549
"4872",14431,128.05,35.1,128.075,35.075,26.515188
"4873",14431,128.05,35.1,128.075,35.075,26.485312
"4874",14431,128.05,35.1,128.075,35.075,26.618318
"4875",14431,128.05,35.1,128.075,35.075,26.557859
"4876",14431,128.05,35.1,128.075,35.075,26.513298
"4877",14431,128.05,35.1,128.075,35.075,26.481031
"4878",4258,126.625,34.35,126.65,34.325,26.621363
"4879",4258,126.625,34.35,126.65,34.325,26.624637
"4880",4258,126.625,34.35,126.65,34.325,26.62788
"4881",4258,126.625,34.35,126.65,34.325,26.622548
"4882",4258,126.625,34.35,126.65,34.325,26.62567
"4883",4258,126.625,34.35,126.65,34.325,26.628765
"4884",4258,126.625,34.35,126.65,34.325,26.623667
"4885",4258,126.625,34.35,126.65,34.325,26.626645
"4886",4258,126.625,34.35,126.65,34.325,26.629599
"4887",4257,126.625,34.375,126.65,34.35,26.617409
"4888",4257,126.625,34.375,126.65,34.35,26.621185
"4889",4257,126.625,34.375,126.65,34.35,26.624917
"4890",4257,126.625,34.375,126.65,34.35,26.618794
"4891",4257,126.625,34.375,126.65,34.35,26.622394
"4892",4257,126.625,34.375,126.65,34.35,26.625955
"4893",4257,126.625,34.375,126.65,34.35,26.620112
"4894",4257,126.625,34.375,126.65,34.35,26.623545
"4895",4257,126.625,34.375,126.65,34.35,26.626943
"4896",4257,126.625,34.375,126.65,34.35,26.621363
"4897",4257,126.625,34.375,126.65,34.35,26.624637
"4898",4257,126.625,34.375,126.65,34.35,26.62788
"4899",22660,129.2,35.225,129.225,35.2,25.816461
"4900",22660,129.2,35.225,129.225,35.2,25.821485
"4901",22660,129.2,35.225,129.225,35.2,25.826835
"4902",22660,129.2,35.225,129.225,35.2,25.83242
"4903",22660,129.2,35.225,129.225,35.2,25.807275
"4904",22660,129.2,35.225,129.225,35.2,25.812044
"4905",22660,129.2,35.225,129.225,35.2,25.817519
"4906",22660,129.2,35.225,129.225,35.2,25.823764
"4907",22660,129.2,35.225,129.225,35.2,25.802229
"4908",22660,129.2,35.225,129.225,35.2,25.805153
"4909",22660,129.2,35.225,129.225,35.2,25.809588
"4910",22660,129.2,35.225,129.225,35.2,25.815722
"4911",22660,129.2,35.225,129.225,35.2,25.801805
"4912",22660,129.2,35.225,129.225,35.2,25.800922
"4913",22660,129.2,35.225,129.225,35.2,25.80306
"4914",22660,129.2,35.225,129.225,35.2,25.808354
"4915",4256,126.625,34.4,126.65,34.375,26.61444
"4916",4256,126.625,34.4,126.65,34.375,26.618594
"4917",4256,126.625,34.4,126.65,34.375,26.622691
"4918",4256,126.625,34.4,126.65,34.375,26.615958
"4919",4256,126.625,34.4,126.65,34.375,26.619918
"4920",4256,126.625,34.4,126.65,34.375,26.623828
"4921",4256,126.625,34.4,126.65,34.375,26.617409
"4922",4256,126.625,34.4,126.65,34.375,26.621185
"4923",4256,126.625,34.4,126.65,34.375,26.624917
"4924",4190,126.625,36.05,126.65,36.025,27.108697
"4925",4190,126.625,36.05,126.65,36.025,27.10233
"4926",4190,126.625,36.05,126.65,36.025,27.090271
"4927",4190,126.625,36.05,126.65,36.025,27.077631
"4928",4190,126.625,36.05,126.65,36.025,27.075254
"4929",4190,126.625,36.05,126.65,36.025,27.071463
"4930",4190,126.625,36.05,126.65,36.025,27.079979
"4931",4190,126.625,36.05,126.65,36.025,27.067509
"4932",4190,126.625,36.05,126.65,36.025,27.06183
"4933",4189,126.625,36.075,126.65,36.05,27.339801
"4934",4189,126.625,36.075,126.65,36.05,27.253211
"4935",4189,126.625,36.075,126.65,36.05,27.165555
"4936",4189,126.625,36.075,126.65,36.05,27.300625
"4937",4189,126.625,36.075,126.65,36.05,27.22746
"4938",4189,126.625,36.075,126.65,36.05,27.153445
"4939",4189,126.625,36.075,126.65,36.05,27.190875
"4940",4189,126.625,36.075,126.65,36.05,27.159193
"4941",4189,126.625,36.075,126.65,36.05,27.121016
"4942",4189,126.625,36.075,126.65,36.05,27.108697
"4943",4189,126.625,36.075,126.65,36.05,27.10233
"4944",4189,126.625,36.075,126.65,36.05,27.090271
"4945",4188,126.625,36.1,126.65,36.075,27.179286
"4946",4188,126.625,36.1,126.65,36.075,27.150332
"4947",4188,126.625,36.1,126.65,36.075,27.108871
"4948",4188,126.625,36.1,126.65,36.075,27.270847
"4949",4188,126.625,36.1,126.65,36.075,27.214334
"4950",4188,126.625,36.1,126.65,36.075,27.146685
"4951",4188,126.625,36.1,126.65,36.075,27.339801
"4952",4188,126.625,36.1,126.65,36.075,27.253211
"4953",4188,126.625,36.1,126.65,36.075,27.165555
"4954",4187,126.625,36.125,126.65,36.1,27.012343
"4955",4187,126.625,36.125,126.65,36.1,27.005761
"4956",4187,126.625,36.125,126.65,36.1,26.996026
"4957",4187,126.625,36.125,126.65,36.1,27.053367
"4958",4187,126.625,36.125,126.65,36.1,27.044
"4959",4187,126.625,36.125,126.65,36.1,27.029308
"4960",4187,126.625,36.125,126.65,36.1,27.10694
"4961",4187,126.625,36.125,126.65,36.1,27.091543
"4962",4187,126.625,36.125,126.65,36.1,27.067401
"4963",4187,126.625,36.125,126.65,36.1,27.179286
"4964",4187,126.625,36.125,126.65,36.1,27.150332
"4965",4187,126.625,36.125,126.65,36.1,27.108871
"4966",10341,127.475,34.425,127.5,34.4,26.72805
"4967",10341,127.475,34.425,127.5,34.4,26.723242
"4968",10341,127.475,34.425,127.5,34.4,26.718218
"4969",10341,127.475,34.425,127.5,34.4,26.721952
"4970",10341,127.475,34.425,127.5,34.4,26.717313
"4971",10341,127.475,34.425,127.5,34.4,26.712471
"4972",10341,127.475,34.425,127.5,34.4,26.716154
"4973",10341,127.475,34.425,127.5,34.4,26.711673
"4974",10341,127.475,34.425,127.5,34.4,26.707002
"4975",10341,127.475,34.425,127.5,34.4,26.710636
"4976",10341,127.475,34.425,127.5,34.4,26.706304
"4977",10341,127.475,34.425,127.5,34.4,26.701793
"4978",10340,127.475,34.45,127.5,34.425,26.741233
"4979",10340,127.475,34.45,127.5,34.425,26.73605
"4980",10340,127.475,34.45,127.5,34.425,26.730624
"4981",10340,127.475,34.45,127.5,34.425,26.734469
"4982",10340,127.475,34.45,127.5,34.425,26.72948
"4983",10340,127.475,34.45,127.5,34.425,26.724262
"4984",10340,127.475,34.45,127.5,34.425,26.72805
"4985",10340,127.475,34.45,127.5,34.425,26.723242
"4986",10340,127.475,34.45,127.5,34.425,26.718218
"4987",10339,127.475,34.475,127.5,34.45,26.763851
"4988",10339,127.475,34.475,127.5,34.45,26.758001
"4989",10339,127.475,34.475,127.5,34.45,26.751854
"4990",10339,127.475,34.475,127.5,34.45,26.755895
"4991",10339,127.475,34.475,127.5,34.45,26.750284
"4992",10339,127.475,34.475,127.5,34.45,26.744394
"4993",10339,127.475,34.475,127.5,34.45,26.748365
"4994",10339,127.475,34.475,127.5,34.45,26.742976
"4995",10339,127.475,34.475,127.5,34.45,26.737326
"4996",10339,127.475,34.475,127.5,34.45,26.741233
"4997",10339,127.475,34.475,127.5,34.45,26.73605
"4998",10339,127.475,34.475,127.5,34.45,26.730624
"4999",10338,127.475,34.5,127.5,34.475,26.781177
"5000",10338,127.475,34.5,127.5,34.475,26.774793
"5001",10338,127.475,34.5,127.5,34.475,26.768067
"5002",10338,127.475,34.5,127.5,34.475,26.772267
"5003",10338,127.475,34.5,127.5,34.475,26.76616
"5004",10338,127.475,34.5,127.5,34.475,26.759734
"5005",10338,127.475,34.5,127.5,34.475,26.763851
"5006",10338,127.475,34.5,127.5,34.475,26.758001
"5007",10338,127.475,34.5,127.5,34.475,26.751854
"5008",2166,126.35,37.425,126.375,37.4,26.253885
"5009",2166,126.35,37.425,126.375,37.4,26.239481
"5010",2166,126.35,37.425,126.375,37.4,26.212695
"5011",2166,126.35,37.425,126.375,37.4,26.211767
"5012",2166,126.35,37.425,126.375,37.4,26.236306
"5013",2166,126.35,37.425,126.375,37.4,26.23167
"5014",2166,126.35,37.425,126.375,37.4,26.221644
"5015",2166,126.35,37.425,126.375,37.4,26.224572
"5016",2166,126.35,37.425,126.375,37.4,26.21838
"5017",2166,126.35,37.425,126.375,37.4,26.222494
"5018",2166,126.35,37.425,126.375,37.4,26.225118
"5019",2166,126.35,37.425,126.375,37.4,26.231463
"5020",2166,126.35,37.425,126.375,37.4,26.195161
"5021",2166,126.35,37.425,126.375,37.4,26.202818
"5022",2166,126.35,37.425,126.375,37.4,26.209582
"5023",2166,126.35,37.425,126.375,37.4,26.21672
"5024",10337,127.475,34.525,127.5,34.5,26.811284
"5025",10337,127.475,34.525,127.5,34.5,26.803922
"5026",10337,127.475,34.525,127.5,34.5,26.796136
"5027",10337,127.475,34.525,127.5,34.5,26.800642
"5028",10337,127.475,34.525,127.5,34.5,26.793632
"5029",10337,127.475,34.525,127.5,34.5,26.786229
"5030",10337,127.475,34.525,127.5,34.5,26.790621
"5031",10337,127.475,34.525,127.5,34.5,26.783937
"5032",10337,127.475,34.525,127.5,34.5,26.776886
"5033",10337,127.475,34.525,127.5,34.5,26.781177
"5034",10337,127.475,34.525,127.5,34.5,26.774793
"5035",10337,127.475,34.525,127.5,34.5,26.768067
"5036",6223,126.9,34.45,126.925,34.425,26.710757
"5037",6223,126.9,34.45,126.925,34.425,26.713424
"5038",6223,126.9,34.45,126.925,34.425,26.71604
"5039",6223,126.9,34.45,126.925,34.425,26.71861
"5040",6223,126.9,34.45,126.925,34.425,26.708789
"5041",6223,126.9,34.45,126.925,34.425,26.711375
"5042",6223,126.9,34.45,126.925,34.425,26.713911
"5043",6223,126.9,34.45,126.925,34.425,26.716401
"5044",6223,126.9,34.45,126.925,34.425,26.706854
"5045",6223,126.9,34.45,126.925,34.425,26.70936
"5046",6223,126.9,34.45,126.925,34.425,26.711816
"5047",6223,126.9,34.45,126.925,34.425,26.714225
"5048",2165,126.35,37.45,126.375,37.425,26.315248
"5049",2165,126.35,37.45,126.375,37.425,26.317337
"5050",2165,126.35,37.45,126.375,37.425,26.31642
"5051",2165,126.35,37.45,126.375,37.425,26.324162
"5052",2165,126.35,37.45,126.375,37.425,26.279348
"5053",2165,126.35,37.45,126.375,37.425,26.266983
"5054",2165,126.35,37.45,126.375,37.425,26.245626
"5055",2165,126.35,37.45,126.375,37.425,26.249382
"5056",2165,126.35,37.45,126.375,37.425,26.253885
"5057",2165,126.35,37.45,126.375,37.425,26.239481
"5058",2165,126.35,37.45,126.375,37.425,26.212695
"5059",2165,126.35,37.45,126.375,37.425,26.211767
"5060",10336,127.475,34.55,127.5,34.525,26.834645
"5061",10336,127.475,34.55,127.5,34.525,26.826479
"5062",10336,127.475,34.55,127.5,34.525,26.817822
"5063",10336,127.475,34.55,127.5,34.525,26.8226
"5064",10336,127.475,34.55,127.5,34.525,26.814853
"5065",10336,127.475,34.55,127.5,34.525,26.806651
"5066",10336,127.475,34.55,127.5,34.525,26.811284
"5067",10336,127.475,34.55,127.5,34.525,26.803922
"5068",10336,127.475,34.55,127.5,34.525,26.796136
"5069",6222,126.9,34.475,126.925,34.45,26.716876
"5070",6222,126.9,34.475,126.925,34.45,26.719781
"5071",6222,126.9,34.475,126.925,34.45,26.722636
"5072",6222,126.9,34.475,126.925,34.45,26.725447
"5073",6222,126.9,34.475,126.925,34.45,26.7148
"5074",6222,126.9,34.475,126.925,34.45,26.717626
"5075",6222,126.9,34.475,126.925,34.45,26.720402
"5076",6222,126.9,34.475,126.925,34.45,26.723133
"5077",6222,126.9,34.475,126.925,34.45,26.712761
"5078",6222,126.9,34.475,126.925,34.45,26.715507
"5079",6222,126.9,34.475,126.925,34.45,26.718203
"5080",6222,126.9,34.475,126.925,34.45,26.720854
"5081",6222,126.9,34.475,126.925,34.45,26.710757
"5082",6222,126.9,34.475,126.925,34.45,26.713424
"5083",6222,126.9,34.475,126.925,34.45,26.71604
"5084",6222,126.9,34.475,126.925,34.45,26.71861
"5085",2164,126.35,37.475,126.375,37.45,26.4144
"5086",2164,126.35,37.475,126.375,37.45,26.455287
"5087",2164,126.35,37.475,126.375,37.45,26.499918
"5088",2164,126.35,37.475,126.375,37.45,26.503043
"5089",2164,126.35,37.475,126.375,37.45,26.391799
"5090",2164,126.35,37.475,126.375,37.45,26.428804
"5091",2164,126.35,37.475,126.375,37.45,26.467877
"5092",2164,126.35,37.475,126.375,37.45,26.472029
"5093",2164,126.35,37.475,126.375,37.45,26.355851
"5094",2164,126.35,37.475,126.375,37.45,26.376338
"5095",2164,126.35,37.475,126.375,37.45,26.395143
"5096",2164,126.35,37.475,126.375,37.45,26.401813
"5097",2164,126.35,37.475,126.375,37.45,26.315248
"5098",2164,126.35,37.475,126.375,37.45,26.317337
"5099",2164,126.35,37.475,126.375,37.45,26.31642
"5100",2164,126.35,37.475,126.375,37.45,26.324162
"5101",2163,126.35,37.5,126.375,37.475,26.427573
"5102",2163,126.35,37.5,126.375,37.475,26.446985
"5103",2163,126.35,37.5,126.375,37.475,26.463045
"5104",2163,126.35,37.5,126.375,37.475,26.471876
"5105",2163,126.35,37.5,126.375,37.475,26.423387
"5106",2163,126.35,37.5,126.375,37.475,26.453513
"5107",2163,126.35,37.5,126.375,37.475,26.481075
"5108",2163,126.35,37.5,126.375,37.475,26.485542
"5109",2163,126.35,37.5,126.375,37.475,26.4144
"5110",2163,126.35,37.5,126.375,37.475,26.455287
"5111",2163,126.35,37.5,126.375,37.475,26.499918
"5112",2163,126.35,37.5,126.375,37.475,26.503043
"5113",14439,128.05,34.9,128.075,34.875,26.221974
"5114",14439,128.05,34.9,128.075,34.875,26.10027
"5115",14439,128.05,34.9,128.075,34.875,25.977967
"5116",14439,128.05,34.9,128.075,34.875,25.908414
"5117",14439,128.05,34.9,128.075,34.875,26.235132
"5118",14439,128.05,34.9,128.075,34.875,26.016901
"5119",14439,128.05,34.9,128.075,34.875,25.799832
"5120",14439,128.05,34.9,128.075,34.875,25.711781
"5121",14439,128.05,34.9,128.075,34.875,26.24909
"5122",14439,128.05,34.9,128.075,34.875,25.941536
"5123",14439,128.05,34.9,128.075,34.875,25.618289
"5124",14439,128.05,34.9,128.075,34.875,25.510618
"5125",14438,128.05,34.925,128.075,34.9,26.199482
"5126",14438,128.05,34.925,128.075,34.9,26.200128
"5127",14438,128.05,34.925,128.075,34.9,26.181956
"5128",14438,128.05,34.925,128.075,34.9,26.157761
"5129",14438,128.05,34.925,128.075,34.9,26.199783
"5130",14438,128.05,34.925,128.075,34.9,26.181657
"5131",14438,128.05,34.925,128.075,34.9,26.145046
"5132",14438,128.05,34.925,128.075,34.9,26.108188
"5133",14438,128.05,34.925,128.075,34.9,26.210608
"5134",14438,128.05,34.925,128.075,34.9,26.153034
"5135",14438,128.05,34.925,128.075,34.9,26.084801
"5136",14438,128.05,34.925,128.075,34.9,26.032277
"5137",14438,128.05,34.925,128.075,34.9,26.221974
"5138",14438,128.05,34.925,128.075,34.9,26.10027
"5139",14438,128.05,34.925,128.075,34.9,25.977967
"5140",14438,128.05,34.925,128.075,34.9,25.908414
"5141",14437,128.05,34.95,128.075,34.925,26.230688
"5142",14437,128.05,34.95,128.075,34.925,26.233608
"5143",14437,128.05,34.95,128.075,34.925,26.229781
"5144",14437,128.05,34.95,128.075,34.925,26.220601
"5145",14437,128.05,34.95,128.075,34.925,26.213823
"5146",14437,128.05,34.95,128.075,34.925,26.217217
"5147",14437,128.05,34.95,128.075,34.925,26.208359
"5148",14437,128.05,34.95,128.075,34.925,26.193101
"5149",14437,128.05,34.95,128.075,34.925,26.199482
"5150",14437,128.05,34.95,128.075,34.925,26.200128
"5151",14437,128.05,34.95,128.075,34.925,26.181956
"5152",14437,128.05,34.95,128.075,34.925,26.157761
"5153",14436,128.05,34.975,128.075,34.95,26.252307
"5154",14436,128.05,34.975,128.075,34.95,26.276199
"5155",14436,128.05,34.975,128.075,34.95,26.284919
"5156",14436,128.05,34.975,128.075,34.95,26.285359
"5157",14436,128.05,34.975,128.075,34.95,26.240913
"5158",14436,128.05,34.975,128.075,34.95,26.259409
"5159",14436,128.05,34.975,128.075,34.95,26.265693
"5160",14436,128.05,34.975,128.075,34.95,26.264599
"5161",14436,128.05,34.975,128.075,34.95,26.239011
"5162",14436,128.05,34.975,128.075,34.95,26.247206
"5163",14436,128.05,34.975,128.075,34.95,26.248263
"5164",14436,128.05,34.975,128.075,34.95,26.243672
"5165",14436,128.05,34.975,128.075,34.95,26.230688
"5166",14436,128.05,34.975,128.075,34.95,26.233608
"5167",14436,128.05,34.975,128.075,34.95,26.229781
"5168",14436,128.05,34.975,128.075,34.95,26.220601
"5169",6263,126.9,33.45,126.925,33.425,26.596899
"5170",6263,126.9,33.45,126.925,33.425,26.596572
"5171",6263,126.9,33.45,126.925,33.425,26.596235
"5172",6263,126.9,33.45,126.925,33.425,26.595888
"5173",6263,126.9,33.45,126.925,33.425,26.596205
"5174",6263,126.9,33.45,126.925,33.425,26.595876
"5175",6263,126.9,33.45,126.925,33.425,26.595537
"5176",6263,126.9,33.45,126.925,33.425,26.59519
"5177",6263,126.9,33.45,126.925,33.425,26.595516
"5178",6263,126.9,33.45,126.925,33.425,26.595185
"5179",6263,126.9,33.45,126.925,33.425,26.594846
"5180",6263,126.9,33.45,126.925,33.425,26.594497
"5181",14435,128.05,35,128.075,34.975,26.338472
"5182",14435,128.05,35,128.075,34.975,26.338847
"5183",14435,128.05,35,128.075,34.975,26.335993
"5184",14435,128.05,35,128.075,34.975,26.330935
"5185",14435,128.05,35,128.075,34.975,26.286263
"5186",14435,128.05,35,128.075,34.975,26.302897
"5187",14435,128.05,35,128.075,34.975,26.308337
"5188",14435,128.05,35,128.075,34.975,26.307374
"5189",14435,128.05,35,128.075,34.975,26.252307
"5190",14435,128.05,35,128.075,34.975,26.276199
"5191",14435,128.05,35,128.075,34.975,26.284919
"5192",14435,128.05,35,128.075,34.975,26.285359
"5193",14434,128.05,35.025,128.075,35,26.468967
"5194",14434,128.05,35.025,128.075,35,26.44002
"5195",14434,128.05,35.025,128.075,35,26.417878
"5196",14434,128.05,35.025,128.075,35,26.400372
"5197",14434,128.05,35.025,128.075,35,26.442339
"5198",14434,128.05,35.025,128.075,35,26.413159
"5199",14434,128.05,35.025,128.075,35,26.393348
"5200",14434,128.05,35.025,128.075,35,26.378596
"5201",14434,128.05,35.025,128.075,35,26.395685
"5202",14434,128.05,35.025,128.075,35,26.378114
"5203",14434,128.05,35.025,128.075,35,26.365439
"5204",14434,128.05,35.025,128.075,35,26.355143
"5205",14434,128.05,35.025,128.075,35,26.338472
"5206",14434,128.05,35.025,128.075,35,26.338847
"5207",14434,128.05,35.025,128.075,35,26.335993
"5208",14434,128.05,35.025,128.075,35,26.330935
"5209",14432,128.05,35.075,128.075,35.05,26.618318
"5210",14432,128.05,35.075,128.075,35.05,26.557859
"5211",14432,128.05,35.075,128.075,35.05,26.513298
"5212",14432,128.05,35.075,128.075,35.05,26.481031
"5213",14432,128.05,35.075,128.075,35.05,26.601529
"5214",14432,128.05,35.075,128.075,35.05,26.544408
"5215",14432,128.05,35.075,128.075,35.05,26.502281
"5216",14432,128.05,35.075,128.075,35.05,26.471303
"5217",14432,128.05,35.075,128.075,35.05,26.558518
"5218",14432,128.05,35.075,128.075,35.05,26.517537
"5219",14432,128.05,35.075,128.075,35.05,26.483728
"5220",14432,128.05,35.075,128.075,35.05,26.456852
"5221",14432,128.05,35.075,128.075,35.05,26.514154
"5222",14432,128.05,35.075,128.075,35.05,26.487692
"5223",14432,128.05,35.075,128.075,35.05,26.461894
"5224",14432,128.05,35.075,128.075,35.05,26.439436
"5225",14446,128.05,34.725,128.075,34.7,26.365995
"5226",14446,128.05,34.725,128.075,34.7,26.348772
"5227",14446,128.05,34.725,128.075,34.7,26.332917
"5228",14446,128.05,34.725,128.075,34.7,26.318809
"5229",14446,128.05,34.725,128.075,34.7,26.368403
"5230",14446,128.05,34.725,128.075,34.7,26.353892
"5231",14446,128.05,34.725,128.075,34.7,26.340295
"5232",14446,128.05,34.725,128.075,34.7,26.32794
"5233",14446,128.05,34.725,128.075,34.7,26.370403
"5234",14446,128.05,34.725,128.075,34.7,26.358051
"5235",14446,128.05,34.725,128.075,34.7,26.346305
"5236",14446,128.05,34.725,128.075,34.7,26.335445
"5237",14446,128.05,34.725,128.075,34.7,26.372215
"5238",14446,128.05,34.725,128.075,34.7,26.361583
"5239",14446,128.05,34.725,128.075,34.7,26.351352
"5240",14446,128.05,34.725,128.075,34.7,26.341754
"5241",14445,128.05,34.75,128.075,34.725,26.358341
"5242",14445,128.05,34.75,128.075,34.725,26.333403
"5243",14445,128.05,34.75,128.075,34.725,26.311489
"5244",14445,128.05,34.75,128.075,34.725,26.293079
"5245",14445,128.05,34.75,128.075,34.725,26.362826
"5246",14445,128.05,34.75,128.075,34.725,26.34219
"5247",14445,128.05,34.75,128.075,34.725,26.323592
"5248",14445,128.05,34.75,128.075,34.725,26.307462
"5249",14445,128.05,34.75,128.075,34.725,26.365995
"5250",14445,128.05,34.75,128.075,34.725,26.348772
"5251",14445,128.05,34.75,128.075,34.725,26.332917
"5252",14445,128.05,34.75,128.075,34.725,26.318809
"5253",2151,126.35,37.8,126.375,37.775,27.101681
"5254",2151,126.35,37.8,126.375,37.775,27.125901
"5255",2151,126.35,37.8,126.375,37.775,27.150274
"5256",2151,126.35,37.8,126.375,37.775,27.151735
"5257",2151,126.35,37.8,126.375,37.775,27.114932
"5258",2151,126.35,37.8,126.375,37.775,27.151635
"5259",2151,126.35,37.8,126.375,37.775,27.205904
"5260",2151,126.35,37.8,126.375,37.775,27.208755
"5261",2151,126.35,37.8,126.375,37.775,27.116817
"5262",2151,126.35,37.8,126.375,37.775,27.166755
"5263",2151,126.35,37.8,126.375,37.775,27.250352
"5264",2151,126.35,37.8,126.375,37.775,27.255458
"5265",14444,128.05,34.775,128.075,34.75,26.326761
"5266",14444,128.05,34.775,128.075,34.75,26.280518
