°ÝÀÚ¹øÈ£,¿°ºÐ¿©ºÎ,Æò±Õ¿°ºÐ,¼ö¿Â¿©ºÎ,Æò±Õ¼ö¿Â
GR3_F4H13_M,Y,32.5798064516129,N,0.0
GR3_F4H13_N,Y,32.568451612903225,N,0.0
GR3_F4H13_O,Y,32.5571935483871,N,0.0
GR3_F4H14_O,Y,32.50054838709677,N,0.0
GR3_F4H23_K,Y,32.48932258064516,N,0.0
GR3_F4H23_L,Y,32.478,N,0.0
GR3_F4H23_M,Y,32.46674193548387,N,0.0
GR3_F4H23_O,Y,32.463258064516126,N,0.0
GR3_F4H24_K,Y,32.49183870967742,N,0.0
GR3_F4H24_L,Y,32.45164516129033,N,0.0
GR3_F4G13_T,Y,31.165903225806453,N,0.0
GR3_F4G14_P,Y,30.970322580645163,N,0.0
GR3_F4G14_Q,Y,31.341451612903224,N,0.0
GR3_F4G14_R,Y,31.60058064516129,N,0.0
GR3_F4G14_S,Y,31.85303225806452,N,0.0
GR3_F4G24_P,Y,32.50277419354839,N,0.0
GR3_F4G24_Q,N,0.0,N,0.0
GR3_F4G24_T,Y,33.114,N,0.0
GR3_F4H13_P,Y,33.223032258064514,N,0.0
GR3_F4H13_R,Y,32.76332258064516,N,0.0
GR3_F4H13_S,Y,32.75196774193549,N,0.0
GR3_F4H14_R,Y,32.70677419354839,N,0.0
GR3_F4H14_S,Y,32.69545161290322,N,0.0
GR3_F4H14_T,Y,32.68409677419355,N,0.0
GR3_F4H23_P,Y,32.6728064516129,N,0.0
GR3_F4H23_T,Y,32.68345161290323,N,0.0
GR3_F4H24_P,Y,32.690064516129034,N,0.0
GR3_F4H24_Q,Y,32.80154838709677,N,0.0
GR3_F4G13_X,Y,31.719516129032257,N,0.0
GR3_F4G13_Y,Y,31.34351612903226,N,0.0
GR3_F4G14_V,Y,31.085064516129034,N,0.0
GR3_F4G14_W,Y,31.509483870967742,N,0.0
GR3_F4G14_X,Y,31.766516129032258,N,0.0
GR3_F4G14_Y,Y,31.819612903225806,N,0.0
GR3_F4G24_U,Y,32.37209677419355,N,0.0
GR3_F4G24_V,N,0.0,N,0.0
GR3_F4G24_Y,Y,32.983258064516136,N,0.0
GR3_F4H13_W,Y,32.94203225806452,N,0.0
GR3_F4H13_X,Y,32.935580645161295,N,0.0
GR3_F4H13_Y,Y,32.92416129032258,N,0.0
GR3_F4H14_U,N,0.0,N,0.0
GR3_F4H14_W,Y,32.890354838709676,N,0.0
GR3_F4H14_X,Y,32.878903225806454,N,0.0
GR3_F4H14_Y,Y,32.87158064516129,N,0.0
GR3_F4H23_U,Y,32.87358064516129,N,0.0
GR3_F4G31_C,Y,32.153967741935475,N,0.0
GR3_F4G31_D,Y,31.890161290322585,N,0.0
GR3_F4G31_E,Y,31.521129032258063,N,0.0
GR3_F4G32_C,Y,31.330451612903225,N,0.0
GR3_F4G32_E,Y,31.73325806451613,N,0.0
GR3_F4G41_E,Y,32.061032258064515,N,0.0
GR3_F4G42_A,Y,32.24145161290322,N,0.0
GR3_F4G42_B,N,0.0,N,0.0
GR3_F4G42_C,N,0.0,N,0.0
GR3_F4G42_D,N,0.0,N,0.0
GR3_F4G42_E,Y,32.85264516129033,N,0.0
GR3_F4H32_A,Y,33.09635483870968,N,0.0
GR3_F4H32_B,N,0.0,N,0.0
GR3_F4H32_C,Y,33.07770967741935,N,0.0
GR3_F4H32_D,Y,33.07970967741935,N,0.0
GR3_F4H32_E,Y,33.07987096774193,N,0.0
GR3_F4H41_A,Y,33.08632258064517,N,0.0
GR3_F4G31_G,Y,32.57041935483871,N,0.0
GR3_F4G31_H,Y,32.301483870967736,N,0.0
GR3_F4G32_F,N,0.0,N,0.0
GR3_F4G32_G,N,0.0,N,0.0
GR3_F4G32_H,Y,31.0741935483871,N,0.0
GR3_F4G32_J,N,0.0,N,0.0
GR3_F4G41_F,N,0.0,N,0.0
GR3_F4G41_H,N,0.0,N,0.0
GR3_F4G41_I,Y,31.859774193548393,N,0.0
GR3_F4G41_J,Y,31.912999999999997,N,0.0
GR3_F4G42_G,Y,32.26358064516129,N,0.0
GR3_F4G42_H,Y,32.41638709677419,N,0.0
GR3_F4G42_I,Y,32.569322580645164,N,0.0
GR3_F4H32_F,Y,33.28393548387096,N,0.0
GR3_F4H32_G,Y,33.28558064516128,N,0.0
GR3_F4H32_I,Y,33.289258064516126,N,0.0
GR3_F4H32_J,Y,33.29780645161289,N,0.0
GR3_F4H41_F,Y,33.30341935483871,N,0.0
GR3_F4G31_M,Y,32.541774193548385,N,0.0
GR3_F4G31_N,N,0.0,N,0.0
GR3_F4G31_O,Y,31.735258064516124,N,0.0
GR3_F4G32_K,Y,31.059903225806455,N,0.0
GR3_F4G32_L,Y,30.910935483870965,N,0.0
GR3_F4G32_O,Y,31.887999999999998,N,0.0
GR3_F4G41_K,N,0.0,N,0.0
GR3_F4G41_M,Y,31.719838709677422,N,0.0
GR3_F4G41_N,Y,31.773096774193547,N,0.0
GR3_F4G41_O,Y,31.826419354838702,N,0.0
GR3_F4G32_T,Y,32.668225806451616,N,0.0
GR3_F4G41_P,Y,32.33903225806451,N,0.0
GR3_F4G41_Q,N,0.0,N,0.0
GR3_F4G41_R,Y,31.89851612903226,N,0.0
GR3_F4G41_S,N,0.0,N,0.0
GR3_F4G41_T,Y,31.777419354838717,N,0.0
GR3_F4G42_P,Y,31.793129032258065,N,0.0
GR3_F4G41_U,Y,32.656193548387094,N,0.0
GR3_F4G41_X,Y,32.15112903225807,N,0.0
GR3_F4G41_Y,Y,31.902935483870962,N,0.0
GR3_F4G42_U,Y,31.7021935483871,N,0.0
GR3_F4K14_Y,Y,33.90161290322581,N,0.0
GR3_F4K32_E,Y,33.90732258064516,N,0.0
GR3_F4K42_I,Y,32.1701935483871,N,0.0
GR3_F4K42_Q,N,0.0,N,0.0
